Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
GOSS,"Gossamer Bio, Inc.",21.85,1439768080.6,n/a,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/goss
AMBA,"Ambarella, Inc.",43.97,1439558453.2,n/a,2012,Technology,Semiconductors,https://www.nasdaq.com/symbol/amba
EBIX,"Ebix, Inc.",47.15,1439401188.05,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ebix
BUSE,First Busey Corporation,25.82,1436227869.14,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/buse
FEX,First Trust Large Cap Core AlphaDEX Fund,61.24,1436078122.48,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fex
ECOL,"US Ecology, Inc.",64.64,1426412043.52,n/a,n/a,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/ecol
CRAY,Cray Inc,34.6,1424887235.2,n/a,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/cray
SG,"Sirius International Insurance Group, Ltd.",12.35,1423489442.05,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/sg
PLCE,"Children&#39;s Place, Inc. (The)",89.7,1421500119,n/a,1997,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/plce
JRVR,"James River Group Holdings, Ltd.",47,1417671998,n/a,2014,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/jrvr
THRM,Gentherm Inc,41.77,1406605627.17,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/thrm
ICFI,"ICF International, Inc.",74.6,1404722326.8,n/a,2006,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/icfi
MIK,"The Michaels Companies, Inc.",8.84,1398226035.44,n/a,2014,Consumer Services,Recreational Products/Toys,https://www.nasdaq.com/symbol/mik
ATSG,"Air Transport Services Group, Inc",23.55,1397620978.65,n/a,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/atsg
BMCH,"BMC Stock Holdings, Inc.",21.01,1397313036.46,n/a,2013,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/bmch
VBTX,"Veritex Holdings, Inc.",25.72,1395696623.04,n/a,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/vbtx
ATNX,"Athenex, Inc.",18.02,1388723877.96,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atnx
BATRK,Liberty Media Corporation,27.08,1381330679.56,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/batrk
BATRA,Liberty Media Corporation,27.02,1378270124.14,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/batra
TRS,TriMas Corporation,30.05,1372873825.85,n/a,2007,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/trs
NRC,National Research Corporation,55.19,1372265739.29,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/nrc
MINI,"Mobile Mini, Inc.",30.32,1363573173.6,n/a,1994,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/mini
ESPR,"Esperion Therapeutics, Inc.",50.54,1360408226.24,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/espr
RCII,Rent-A-Center Inc.,25.14,1358816346.36,n/a,1995,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/rcii
NYMT,"New York Mortgage Trust, Inc.",6.43,1355390341.65,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nymt
RUSHB,"Rush Enterprises, Inc.",36.88,1352056573.6,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/rushb
VRTU,Virtusa Corporation,44.75,1349257652.75,n/a,2007,Technology,EDP Services,https://www.nasdaq.com/symbol/vrtu
CECO,Career Education Corporation,19.21,1346676881.89,n/a,1998,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ceco
VWOB,Vanguard Emerging Markets Government Bond ETF,80.54,1346536662.24,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vwob
AMWD,American Woodmark Corporation,79.56,1342119359.88,n/a,1986,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/amwd
RCM,R1 RCM Inc.,12.12,1340491525.32,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/rcm
ILPT,Industrial Logistics Properties Trust,20.55,1337258965.95,n/a,2018,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ilpt
WW,Weight Watchers International Inc,19.95,1336617880.5,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ww
PRAA,"PRA Group, Inc.",29.02,1317038775.62,n/a,2002,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/praa
RUSHA,"Rush Enterprises, Inc.",35.91,1316495432.7,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/rusha
STAA,STAAR Surgical Company,29.39,1307056943.94,n/a,n/a,Health Care,Ophthalmic Goods,https://www.nasdaq.com/symbol/staa
CSIQ,Canadian Solar Inc.,21.99,1307017892.79,n/a,2006,Technology,Semiconductors,https://www.nasdaq.com/symbol/csiq
GIII,"G-III Apparel Group, LTD.",26.68,1305697589.2,n/a,1989,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/giii
RMBS,"Rambus, Inc.",11.81,1303776889.91,n/a,1997,Technology,Semiconductors,https://www.nasdaq.com/symbol/rmbs
ALTM,Altus Midstream Company,4,1299717220,n/a,2017,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/altm
XON,Intrexon Corporation,8.01,1287722507.58,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/xon
OPI,Office Properties Income Trust,26.75,1286410389,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/opi
CROX,"Crocs, Inc.",17.87,1284068775.05,n/a,2006,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/crox
STBA,"S&T Bancorp, Inc.",37.34,1282202166.46,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/stba
FATE,"Fate Therapeutics, Inc.",19.66,1281553496.44,n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/fate
SSYS,"Stratasys, Ltd.",23.73,1280860541.52,n/a,1994,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/ssys
SBCF,Seacoast Banking Corporation of Florida,24.84,1277123760,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sbcf
ROCK,"Gibraltar Industries, Inc.",39.65,1276844390.25,n/a,1993,Capital Goods,Steel/Iron Ore,https://www.nasdaq.com/symbol/rock
CATM,Cardtronics plc,27.56,1276480480.08,n/a,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/catm
TPTX,"Turning Point Therapeutics, Inc.",40.85,1274523390.55,n/a,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tptx
TRUP,"Trupanion, Inc.",36.8,1269220776,n/a,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/trup
ATRO,Astronics Corporation,38.82,1267545244.02,n/a,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/atro
FLWS,"1-800 FLOWERS.COM, Inc.",19.68,1265775425.76,n/a,1999,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/flws
AIMT,"Aimmune Therapeutics, Inc.",20.24,1264846884.4,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aimt
ALEC,"Alector, Inc.",18.33,1262419947.36,n/a,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/alec
RAVN,"Raven Industries, Inc.",34.84,1255156361.68,n/a,n/a,Capital Goods,Specialty Chemicals,https://www.nasdaq.com/symbol/ravn
OCFC,OceanFirst Financial Corp.,24.48,1254387366.72,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ocfc
MNTA,"Momenta Pharmaceuticals, Inc.",12.7,1252366342.1,n/a,2004,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mnta
OPK,"Opko Health, Inc.",2.03,1249670121.35,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/opk
HA,"Hawaiian Holdings, Inc.",25.98,1248207125.52,n/a,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/ha
NXGN,"NextGen Healthcare, Inc.",19.2,1244889600,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/nxgn
HYLS,First Trust High Yield Long/Short ETF,48.34,1242338096.68,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hyls
DENN,Denny&#39;s Corporation,20.45,1233110991.7,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/denn
EPZM,"Epizyme, Inc.",13.51,1227155734.91,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/epzm
CHCO,City Holding Company,74.36,1225542998.68,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/chco
UFCS,"United Fire Group, Inc",48.55,1223592687.15,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ufcs
AMSF,"AMERISAFE, Inc.",63.33,1220684483.4,n/a,2005,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/amsf
SSP,E.W. Scripps Company (The),15.08,1218255579.32,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/ssp
TLND,Talend S.A.,40.13,1214874672.14,30273478,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/tlnd
PAHC,Phibro Animal Health Corporation,30.01,1214012776.08,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/pahc
CORT,Corcept Therapeutics Incorporated,10.55,1211759369.4,n/a,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cort
VICR,Vicor Corporation,30.09,1211505876.69,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/vicr
SASR,"Sandy Spring Bancorp, Inc.",33.78,1202664881.04,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sasr
KRNY,Kearny Financial,13.25,1199681195.25,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/krny
CBLK,"Carbon Black, Inc.",16.76,1199503244.56,n/a,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cblk
LKCO,Luokung Technology Corp,6,1195905348,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/lkco
SNBR,Sleep Number Corporation,39.5,1193413500,n/a,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/snbr
VGLT,Vanguard Long-Treasury ETF,81.62,1187249580.44,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vglt
HURN,Huron Consulting Group Inc.,51.83,1186027289.41,n/a,2004,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/hurn
AFIN,"American Finance Trust, Inc.",11.16,1185315105.96,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/afin
FNKO,"Funko, Inc.",24.25,1184148888.5,n/a,2017,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/fnko
VCYT,"Veracyte, Inc.",28.41,1183066351.23,n/a,2013,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/vcyt
TRHC,"Tabula Rasa HealthCare, Inc.",53.7,1180774341.3,n/a,2016,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/trhc
SUSL,iShares ESG MSCI USA Leaders ETF,50.75,1177400000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/susl
SCHL,Scholastic Corporation,33.38,1175410507.46,n/a,1992,Consumer Services,Books,https://www.nasdaq.com/symbol/schl
SONO,"Sonos, Inc.",11.65,1174822219.85,n/a,2018,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/sono
VONE,Vanguard Russell 1000 ETF,136.04,1173345000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vone
RDWR,Radware Ltd.,24.95,1171626451.2,n/a,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rdwr
LKFN,Lakeland Financial Corporation,45.73,1171358630.45,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lkfn
PKW,Invesco BuyBack Achievers ETF,62.95,1170870000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pkw
ATRC,"AtriCure, Inc.",30.29,1169904300.5,n/a,2005,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atrc
CRTO,Criteo S.A.,18.57,1169901717.78,62999554,2013,Technology,Advertising,https://www.nasdaq.com/symbol/crto
TCBK,TriCo Bancshares,38.39,1169015041.7,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tcbk
BRKL,"Brookline Bancorp, Inc.",14.65,1168693289.9,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/brkl
SYKE,"Sykes Enterprises, Incorporated",27.23,1159040947.19,n/a,1996,Technology,EDP Services,https://www.nasdaq.com/symbol/syke
VIGI,Vanguard International Dividend Appreciation ETF,68,1158692732,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vigi
FTA,First Trust Large Cap Value AlphaDEX Fund,51.73,1156165603.46,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fta
FANH,Fanhua Inc.,31.97,1154648405.34,36116622,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/fanh
SRCE,1st Source Corporation,44.95,1153774487.35,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/srce
GLPG,Galapagos NV,127.97,1152748897.14,9007962,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/glpg
RUBY,"Rubius Therapeutics, Inc.",14.35,1147028519.35,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/ruby
VCTR,"Victory Capital Holdings, Inc.",16.97,1146905978.28,n/a,2018,Finance,Investment Managers,https://www.nasdaq.com/symbol/vctr
PATK,"Patrick Industries, Inc.",47.83,1140728472.52,n/a,n/a,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/patk
HOLI,"Hollysys Automation Technologies, Ltd.",18.9,1140465671.1,n/a,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/holi
WIRE,Encore Wire Corporation,54.51,1138940007.48,n/a,1992,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/wire
VREX,Varex Imaging Corporation,29.57,1132531000,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/vrex
ARQL,"ArQule, Inc.",10.35,1131357226.95,n/a,1996,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arql
PSDO,"Presidio, Inc.",13.67,1131320041.1,n/a,2017,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/psdo
VYMI,Vanguard International High Dividend Yield ETF,61.29,1128702727.17,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vymi
SCWX,SecureWorks Corp.,13.77,1122539088.87,n/a,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/scwx
MGPI,"MGP Ingredients, Inc.",65.77,1119068789.14,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/mgpi
PRFT,"Perficient, Inc.",33.82,1114205953.78,n/a,1999,Technology,EDP Services,https://www.nasdaq.com/symbol/prft
SGMO,"Sangamo Therapeutics, Inc.",9.65,1113242006.9,n/a,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/sgmo
KRNT,Kornit Digital Ltd.,27.59,1112926799.5,n/a,2015,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/krnt
MATW,Matthews International Corporation,34.86,1106059484.04,n/a,1994,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/matw
CASH,"Meta Financial Group, Inc.",28.02,1105385693.64,n/a,1993,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cash
EDIT,"Editas Medicine, Inc.",22.41,1103087116.26,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/edit
SBSI,"Southside Bancshares, Inc.",32.65,1100895279.35,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sbsi
UPLD,"Upland Software, Inc.",51.22,1100484697.78,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/upld
FORM,"FormFactor, Inc.",14.72,1097837310.08,n/a,2003,Technology,Semiconductors,https://www.nasdaq.com/symbol/form
RDUS,"Radius Health, Inc.",23.76,1095511420.08,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rdus
GLUU,Glu Mobile Inc.,7.54,1095206579.48,n/a,2007,Technology,EDP Services,https://www.nasdaq.com/symbol/gluu
HFWA,Heritage Financial Corporation,29.68,1095166415.84,n/a,n/a,Finance,Banks,https://www.nasdaq.com/symbol/hfwa
EFSC,Enterprise Financial Services Corporation,40.67,1093226193.36,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/efsc
AXDX,"Accelerate Diagnostics, Inc.",20.05,1091920774.45,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/axdx
AIA,iShares Asia 50 ETF,60.86,1089394000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aia
AINV,Apollo Investment Corporation,15.82,1088929390.64,n/a,2004,n/a,n/a,https://www.nasdaq.com/symbol/ainv
LNTH,"Lantheus Holdings, Inc.",28.03,1088127431.03,n/a,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/lnth
AAWW,Atlas Air Worldwide Holdings,41.93,1083962200.3,n/a,n/a,Transportation,Transportation Services,https://www.nasdaq.com/symbol/aaww
ECPG,Encore Capital Group Inc,34.8,1077639385.2,n/a,n/a,Finance,Finance Companies,https://www.nasdaq.com/symbol/ecpg
EGOV,NIC Inc.,16.08,1075962921.36,n/a,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/egov
LORL,"Loral Space and Communications, Inc.",34.76,1075222424.76,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/lorl
FBNC,First Bancorp,36.02,1071467309.1,n/a,1987,Finance,Major Banks,https://www.nasdaq.com/symbol/fbnc
ODP,"Office Depot, Inc.",1.96,1070704274.36,n/a,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/odp
INOV,"Inovalon Holdings, Inc.",14.63,1069493100.83,n/a,2015,Technology,EDP Services,https://www.nasdaq.com/symbol/inov
GBDC,"Golub Capital BDC, Inc.",17.5,1060279552.5,n/a,2010,n/a,n/a,https://www.nasdaq.com/symbol/gbdc
TCMD,"Tactile Systems Technology, Inc.",56.04,1054991555.52,n/a,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/tcmd
DRNA,"Dicerna Pharmaceuticals, Inc.",15.44,1054922235.76,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/drna
PLYA,Playa Hotels & Resorts N.V.,8.08,1053750355.84,n/a,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/plya
APOG,"Apogee Enterprises, Inc.",39.61,1053604452.16,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/apog
LX,LexinFintech Holdings Ltd.,11.96,1051275568.2,87899295,2017,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lx
CDXS,"Codexis, Inc.",19.19,1046640427.51,n/a,2010,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/cdxs
TTMI,"TTM Technologies, Inc.",9.91,1045121423.54,n/a,2000,Technology,Electrical Products,https://www.nasdaq.com/symbol/ttmi
AXNX,"Axonics Modulation Technologies, Inc.",36.97,1044986108.42,n/a,2018,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/axnx
CETV,Central European Media Enterprises Ltd.,4.11,1040980697.25,n/a,1994,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/cetv
EIDX,"Eidos Therapeutics, Inc.",28.23,1039641708.27,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eidx
LABL,Multi-Color Corporation,49.99,1026962216.47,n/a,1987,Miscellaneous,Publishing,https://www.nasdaq.com/symbol/labl
TH,Target Hospitality Corp.,9.74,1024968767.42,n/a,2018,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/th
FTC,First Trust Large Cap Growth AlphaDEX Fund,70.9,1024505141.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftc
ARCE,Arco Platform Limited,44.85,1018151466.15,n/a,2018,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/arce
CSWI,"CSW Industrials, Inc.",67.74,1017736530.66,n/a,n/a,Basic Industries,Home Furnishings,https://www.nasdaq.com/symbol/cswi
HEES,"H&E Equipment Services, Inc.",28.4,1016076257.2,n/a,2006,n/a,n/a,https://www.nasdaq.com/symbol/hees
MTSC,MTS Systems Corporation,55.79,1001680271.83,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mtsc
OFIX,Orthofix Medical Inc. ,52.49,1000825990.16,n/a,1992,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ofix
KELYA,"Kelly Services, Inc.",25.58,999380671.4,n/a,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/kelya
MSEX,Middlesex Water Company,60.67,999141589.54,n/a,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/msex
GTHX,"G1 Therapeutics, Inc.",26.66,998874298.98,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/gthx
OGI,Organigram Holdings Inc.,6.39,997653855.96,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ogi
RARX,"Ra Pharmaceuticals, Inc.",23.56,996661931.28,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rarx
IGOV,iShares International Treasury Bond ETF,50.62,994683000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/igov
FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,53.75,994482500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fdt
VYGR,"Voyager Therapeutics, Inc.",26.97,993369747.09,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/vygr
NVEE,"NV5 Global, Inc.",78.94,991890178.1,n/a,2013,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/nvee
PRIM,Primoris Services Corporation,19.46,991142207.72,n/a,n/a,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/prim
ATRA,"Atara Biotherapeutics, Inc.",21.39,990801334.47,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/atra
MERC,Mercer International Inc.,15.2,990592071.2,n/a,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/merc
SYNA,Synaptics Incorporated,28.68,989416521.12,n/a,2002,Technology,Semiconductors,https://www.nasdaq.com/symbol/syna
ADUS,Addus HomeCare Corporation,74.91,987508416.18,n/a,2009,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/adus
MRTN,"Marten Transport, Ltd.",18.07,986807615.04,n/a,1986,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/mrtn
WETF,"WisdomTree Investments, Inc.",6.35,984588474.05,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/wetf
TDIV,First Trust NASDAQ Technology Dividend Index Fund,39.03,981799650,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tdiv
AMPH,"Amphastar Pharmaceuticals, Inc.",20.81,979430328.89,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/amph
CHEF,"The Chefs&#39; Warehouse, Inc.",32.68,978918975.08,n/a,2011,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/chef
TWST,Twist Bioscience Corporation,29.97,972701315.01,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/twst
